R	79.2	82.9	86.6	94	97.7	101.4	105.1	108.8	112.5	116.2	119.9	123.6	127.3	131	134.7	138.4	142.1	145.8	149.5	153.2	156.9	160.6	164.3	168	171.7	175.4	179.1	182.8	186.5	190.2	193.9	197.6	201.3	205	208.7	212.4	216.1	219.8	221.65	227.2	230.9	234.6	238.3	242	245.7	249.4	251.25	256.8	260.5	264.2	267.9	271.6	275.3	279	282.7	286.4	290.1	293.8
1.9801980198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.9603960396	0	0	0	0	6.65823290498702E-005	0.0001214477	0	0	0	0.000913242	0.0003067014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.9405940594	0	0	0	0	0	0	0.0001195743	0	0.0021792823	0.00304414	0.0018402086	0.000131268	7.11389343387636E-005	0	0	0	0	0	0	0	0	0	9.8960910440376E-005	0.0001997603	0.0001014507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001072789	0	5.24631446408898E-005	0.0001084011	0.0001680296	0.0002303086	0.0001431516	0.0001165637	5.81632059559123E-005	0	0	0	0	0	0	0	0	0
7.9207920792	0	0	0	0	0.000599241	0.0010930289	0.0004782973	0.0009250694	0.004794421	0.0054794521	0.0023002607	0.0007876083	0.0004268336	0	0.0002996255	0.0001604621	8.52296940253985E-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001896813	0.0003835827	0.0002856599	0.0001891074	9.5383441434567E-005	0	4.90701212031994E-005	0	0.0004559352	0	0.0002098526	0.0004336043	0.0006721183	0.0009212345	0.0005726065	0.0004662548	0.0002326528	0	0	0	0	0	0	0	0	0
9.900990099	0	0	0	0.0008604794	0.0020640522	0.0029147437	0.0014348918	0.0046253469	0.0135115502	0.0146118721	0.0099677964	0.0043318456	0.0024187238	0.0001457513	0.0007490637	0.0001604621	0.0002556891	0.0003487967	0.000269179	0.0001825484	9.83380863408398E-005	0	9.8960910440376E-005	0.0001997603	0.0002029015	0.0002052545	0.0003129238	0.0003965893	0.0001948938	0	0.0002922268	0.0005480453	0.0004742033	0.0003835827	0.0010474195	0.0017019667	0.0011446013	0.0005773672	0.0007360518	0.0003003003	0.0011532479	0	0.000367242	0.0007588076	0.001176207	0.0016121603	0.0011165827	0.0010490733	0.0007561217	0.0004643603	0.0003603862	0.0002444223	0.0001233831	0	0	0	0	0
11.8811881188	0	0.0003446889	0.0006954103	0.0025814382	0.0062587389	0.0088656789	0.006457013	0.0114972909	0.0252796746	0.0263318113	0.0248428155	0.0094512996	0.0062602262	0.0023320216	0.0056928839	0.0006418485	0.0006818376	0.0006975933	0.0007178107	0.0007301935	0.0004916904	0.0001961169	0.0005937655	0.0009988014	0.0007101552	0.000410509	0.0003129238	0.0001982947	0.0003897876	0.0005748228	0.0004870446	0.0003653635	0.001138088	0.0019179133	0.0046657779	0.0073751891	0.0044830217	0.0015396459	0.0026988567	0.0008008008	0.0028697098	0	0.0006820209	0.0014092141	0.0021843845	0.002994012	0.002376317	0.0025644014	0.0023265282	0.0020896215	0.00181678	0.0014967463	0.0011562011	0.0008090615	0.0006235981	0.0004243938	0.0002137252	0
13.8613861386	0	0.0014362038	0.0028975429	0.0045482483	0.015580265	0.0239251882	0.0170991271	0.0259019426	0.051721633	0.0479452055	0.0412513418	0.0221843003	0.0155794266	0.0072875674	0.0110861423	0.003690629	0.0029830393	0.0020927799	0.0017945267	0.001460387	0.0010817189	0.0005883507	0.0011875309	0.0017978426	0.0013188597	0.0008210181	0.0009387713	0.0009914733	0.0009744689	0.0009580379	0.0011689071	0.0012787724	0.0037936267	0.0063291139	0.0076175966	0.0088880484	0.0068676078	0.0048113934	0.0048088719	0.0026026026	0.0071340449	0.0002033347	0.0023608415	0.0046612466	0.0071132519	0.0096729618	0.0068999084	0.006644131	0.0050601989	0.0034827026	0.0027028966	0.001833167	0.0009253729	0	0	0	0	0
15.8415841584	0	0.0035043373	0.0070700046	0.0081130916	0.0321592649	0.0506436726	0.0373071864	0.0481036078	0.0839750109	0.0759512938	0.0774421101	0.0441060646	0.0300917692	0.0126803673	0.0221722846	0.0070603338	0.0073297537	0.0073247297	0.0061013908	0.0047462578	0.0031468188	0.0011767013	0.0019792182	0.002796644	0.0022319164	0.0016420361	0.0020861583	0.002379536	0.0025336192	0.0026825062	0.0044808104	0.0058458166	0.0071130501	0.0082470272	0.0109502952	0.0136157337	0.0111598626	0.0086605081	0.0081456401	0.0049049049	0.0115324787	0.0008133388	0.0040921253	0.0075880759	0.0113139913	0.0152003685	0.0114521301	0.0115398065	0.009596929	0.0076619457	0.0065314988	0.0052235058	0.0038387525	0.0024271845	0.0018707944	0.0012731814	0.0006411755	0
17.8217821782	0	0.0049979893	0.0100834492	0.0168408113	0.0567947267	0.0869565217	0.0825062777	0.0766486058	0.1255266599	0.104109589	0.1199202576	0.0800735101	0.0571957032	0.0282757616	0.0364044944	0.0120346598	0.010312793	0.008022323	0.0070883804	0.0060240964	0.004523552	0.0025495195	0.0036615537	0.0047942469	0.0038551283	0.0028735632	0.0034421613	0.0037675987	0.0043851101	0.0049817973	0.0081823495	0.0105955426	0.0145106222	0.0182201764	0.0244715292	0.0306354009	0.024418161	0.0180908391	0.0181559448	0.0114114114	0.0219385292	0.0040666938	0.0090236609	0.0143089431	0.0199395094	0.0257945647	0.0207856161	0.0215642849	0.0192520212	0.0169491525	0.0143243493	0.0113024895	0.0081093457	0.0048543689	0.0039336297	0.0029384467	0.0018747125	0.0007955449
